User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
12385786,9.0,female,20,150.0,53.0,3.0,77.0,38.6
11300311,51.0,female,37,156.0,62.0,12.0,87.0,39.9
10680585,152.0,female,48,181.0,74.0,26.0,102.0,40.9
10222741,109.0,male,28,173.0,73.0,20.0,104.0,40.2
15241364,88.0,female,38,169.0,70.0,16.0,100.0,39.9
10515749,154.0,female,56,169.0,65.0,26.0,100.0,40.9
13371019,12.0,female,24,170.0,66.0,3.0,88.0,38.8
15820772,192.0,female,22,181.0,72.0,30.0,111.0,40.6
14090060,104.0,male,69,184.0,87.0,18.0,91.0,40.0
10872561,15.0,female,41,160.0,62.0,4.0,83.0,39.0
13629489,132.0,male,67,155.0,60.0,20.0,101.0,40.6
14353162,81.0,female,20,152.0,54.0,17.0,94.0,40.3
12423844,10.0,male,25,179.0,83.0,4.0,84.0,38.9
18505250,113.0,female,26,185.0,76.0,23.0,97.0,40.7
11335374,29.0,male,24,166.0,70.0,9.0,91.0,39.6
11385369,21.0,male,72,183.0,89.0,5.0,79.0,39.0
16542211,104.0,female,59,177.0,78.0,19.0,97.0,40.1
17263400,112.0,male,46,195.0,93.0,17.0,103.0,40.4
16682595,51.0,male,53,173.0,77.0,11.0,90.0,39.7
17634227,133.0,male,29,186.0,87.0,23.0,104.0,40.6
10338403,214.0,male,40,189.0,92.0,26.0,116.0,40.9
10657001,172.0,female,32,155.0,56.0,27.0,107.0,40.4
11688497,100.0,female,48,176.0,76.0,21.0,92.0,40.3
15593888,52.0,female,69,170.0,65.0,10.0,91.0,39.6
16104833,45.0,female,21,158.0,58.0,11.0,88.0,40.0
12047532,149.0,female,43,150.0,54.0,23.0,106.0,40.7
15641395,119.0,female,49,168.0,63.0,22.0,96.0,40.7
10081258,119.0,male,63,184.0,91.0,18.0,98.0,40.6
19477660,66.0,male,54,199.0,97.0,11.0,96.0,39.9
12386338,149.0,male,54,187.0,85.0,26.0,96.0,40.7
17867595,81.0,male,56,167.0,71.0,15.0,95.0,39.9
15269170,17.0,male,50,181.0,86.0,4.0,87.0,38.9
15348271,16.0,female,24,150.0,53.0,4.0,87.0,38.8
19630701,91.0,male,38,206.0,111.0,16.0,97.0,40.4
12748283,82.0,female,26,167.0,69.0,16.0,98.0,40.2
19397915,167.0,male,28,182.0,87.0,29.0,104.0,40.8
11667896,228.0,female,54,138.0,41.0,30.0,113.0,41.1
13203902,54.0,female,27,147.0,52.0,13.0,87.0,39.9
18065741,188.0,male,67,176.0,78.0,27.0,101.0,40.8
12660464,121.0,female,27,160.0,56.0,18.0,111.0,40.4
13089207,4.0,female,74,171.0,74.0,1.0,83.0,37.8
17471625,209.0,male,38,171.0,72.0,30.0,111.0,40.9
18988497,18.0,female,30,168.0,64.0,4.0,90.0,39.0
16528482,74.0,female,67,167.0,70.0,14.0,93.0,39.9
13468507,128.0,male,35,192.0,94.0,20.0,105.0,40.5
16309125,23.0,male,34,194.0,98.0,7.0,84.0,39.2
15276588,63.0,female,26,163.0,65.0,14.0,92.0,40.2
19701489,59.0,male,23,187.0,87.0,16.0,92.0,40.4
11249122,183.0,male,56,185.0,90.0,25.0,105.0,40.5
18642806,159.0,female,69,160.0,60.0,24.0,104.0,40.9
15560785,169.0,male,53,183.0,85.0,24.0,105.0,40.8
14550848,15.0,female,36,163.0,59.0,4.0,83.0,38.9
11503477,45.0,male,75,168.0,65.0,10.0,84.0,39.6
17793407,59.0,female,22,167.0,64.0,13.0,93.0,39.8
12223324,88.0,female,69,175.0,68.0,15.0,98.0,40.0
19542357,10.0,male,20,182.0,86.0,4.0,86.0,38.6
12276044,9.0,female,63,161.0,57.0,2.0,86.0,38.7
15714145,139.0,female,23,173.0,69.0,24.0,105.0,40.8
18979317,176.0,male,44,183.0,87.0,27.0,104.0,40.7
11454330,73.0,female,36,168.0,69.0,13.0,101.0,39.9
10570131,36.0,male,63,193.0,99.0,7.0,87.0,39.7
17510042,23.0,male,78,209.0,112.0,4.0,85.0,38.6
11667209,206.0,female,52,157.0,59.0,29.0,111.0,40.8
15706574,143.0,female,57,161.0,61.0,23.0,102.0,40.5
14518081,4.0,female,65,160.0,60.0,1.0,79.0,37.9
15005359,32.0,female,27,160.0,58.0,8.0,86.0,39.5
16460270,23.0,male,60,175.0,83.0,5.0,87.0,39.4
11262413,25.0,male,69,190.0,96.0,4.0,93.0,38.8
13763629,127.0,female,21,174.0,65.0,20.0,110.0,40.7
15347143,142.0,male,28,185.0,86.0,23.0,107.0,40.5
12751903,170.0,female,22,171.0,63.0,28.0,107.0,40.8
15626568,187.0,female,75,169.0,66.0,29.0,102.0,40.8
15508675,179.0,male,22,181.0,81.0,28.0,111.0,40.8
14554560,47.0,female,27,157.0,54.0,10.0,92.0,40.2
11140711,37.0,female,26,170.0,73.0,10.0,85.0,39.9
18972738,90.0,female,25,185.0,83.0,16.0,105.0,40.3
10052574,183.0,female,52,157.0,56.0,26.0,110.0,40.8
13518939,32.0,female,46,169.0,67.0,8.0,84.0,39.8
18571414,156.0,male,43,184.0,87.0,23.0,106.0,40.6
15387253,16.0,female,30,164.0,61.0,4.0,86.0,39.0
10295966,108.0,male,62,191.0,94.0,17.0,96.0,39.9
10798827,157.0,male,36,179.0,77.0,23.0,110.0,40.7
17122324,139.0,female,31,170.0,67.0,22.0,108.0,40.6
10891870,24.0,male,21,178.0,83.0,7.0,91.0,39.3
19126556,31.0,female,61,175.0,78.0,8.0,82.0,39.4
18203033,92.0,female,28,160.0,53.0,15.0,105.0,39.9
17901625,2.0,female,30,164.0,66.0,1.0,67.0,38.1
13421333,64.0,male,70,189.0,87.0,12.0,88.0,40.3
18998713,41.0,male,66,176.0,81.0,8.0,89.0,39.9
18315762,188.0,female,51,173.0,72.0,29.0,107.0,41.1
11352685,20.0,female,20,132.0,41.0,5.0,85.0,39.3
19264238,64.0,male,26,171.0,67.0,18.0,93.0,40.7
15621286,38.0,female,24,169.0,65.0,8.0,95.0,39.5
19862023,15.0,male,62,203.0,108.0,3.0,86.0,38.2
19427819,169.0,male,37,192.0,97.0,27.0,103.0,40.7
14960806,165.0,female,28,155.0,53.0,26.0,107.0,40.9
12325020,53.0,male,22,174.0,76.0,15.0,93.0,40.6
17128328,14.0,female,30,170.0,65.0,5.0,75.0,39.3
18379705,2.0,male,37,195.0,102.0,1.0,76.0,37.7
18740260,58.0,female,52,165.0,68.0,12.0,91.0,40.2
11890127,49.0,male,45,195.0,100.0,8.0,99.0,39.7
16672612,117.0,female,73,152.0,52.0,19.0,98.0,40.4
10005485,49.0,female,38,178.0,77.0,14.0,82.0,40.5
18283695,154.0,male,75,184.0,89.0,22.0,97.0,40.7
14182152,89.0,male,40,199.0,96.0,19.0,92.0,40.5
10454713,124.0,female,27,164.0,63.0,22.0,102.0,40.9
10233013,19.0,male,56,185.0,93.0,5.0,81.0,39.0
19256894,39.0,female,35,177.0,71.0,8.0,95.0,39.7
15105413,10.0,female,21,160.0,55.0,3.0,81.0,38.7
11831385,56.0,female,23,169.0,73.0,15.0,86.0,39.9
19406860,121.0,female,24,167.0,63.0,24.0,97.0,40.6
13457325,102.0,female,40,181.0,79.0,20.0,97.0,40.5
18381905,3.0,female,28,172.0,63.0,1.0,81.0,37.7
10613982,87.0,female,39,164.0,61.0,17.0,95.0,40.4
19080187,41.0,female,34,159.0,63.0,8.0,96.0,39.7
11593363,196.0,female,63,159.0,59.0,29.0,106.0,40.8
18121357,158.0,male,38,185.0,88.0,23.0,108.0,40.3
18758626,34.0,male,59,176.0,80.0,7.0,89.0,39.4
15433277,120.0,female,22,144.0,46.0,22.0,99.0,40.7
10840798,141.0,male,25,171.0,75.0,28.0,102.0,40.8
10976044,30.0,male,38,169.0,78.0,6.0,97.0,39.5
12017075,67.0,female,30,170.0,67.0,14.0,94.0,40.2
17110501,208.0,male,57,209.0,120.0,26.0,105.0,41.0
13126527,151.0,female,48,156.0,54.0,23.0,106.0,40.4
13379477,78.0,female,45,160.0,61.0,13.0,102.0,40.1
13968503,113.0,male,77,202.0,103.0,17.0,92.0,40.1
15029198,8.0,female,42,161.0,64.0,2.0,85.0,38.2
18466669,56.0,female,23,156.0,55.0,14.0,86.0,40.3
18678057,46.0,female,37,160.0,59.0,9.0,95.0,39.9
11969353,34.0,female,22,169.0,67.0,8.0,90.0,39.3
10065149,31.0,male,36,182.0,82.0,8.0,90.0,39.5
14494762,62.0,female,21,187.0,81.0,16.0,89.0,40.2
10654675,34.0,female,62,178.0,73.0,8.0,84.0,39.6
18368131,52.0,female,41,164.0,60.0,11.0,91.0,39.8
12702791,125.0,female,57,167.0,63.0,21.0,100.0,40.5
16806903,50.0,female,31,157.0,57.0,10.0,95.0,40.0
19369800,99.0,female,35,155.0,54.0,17.0,101.0,40.4
11581939,64.0,female,54,185.0,78.0,13.0,93.0,40.0
16253784,83.0,female,37,164.0,67.0,19.0,89.0,40.1
16130391,9.0,male,38,191.0,87.0,3.0,82.0,38.7
16684929,84.0,female,26,165.0,60.0,17.0,95.0,40.4
18833583,41.0,female,78,159.0,59.0,8.0,88.0,39.8
18927743,160.0,female,62,161.0,57.0,27.0,98.0,40.6
17835572,4.0,female,21,152.0,50.0,1.0,86.0,37.3
11458791,51.0,male,77,183.0,84.0,9.0,88.0,39.9
18078068,55.0,female,28,162.0,61.0,12.0,92.0,39.9
17322258,185.0,male,20,170.0,72.0,29.0,113.0,40.9
13124716,26.0,male,45,187.0,89.0,8.0,82.0,39.6
19767945,138.0,female,35,170.0,64.0,24.0,102.0,40.6
15032342,154.0,male,49,188.0,85.0,22.0,106.0,40.8
12486687,206.0,female,75,148.0,51.0,30.0,104.0,40.9
15167420,156.0,female,58,151.0,55.0,24.0,104.0,40.3
12131294,70.0,female,44,158.0,54.0,12.0,100.0,40.1
12281792,88.0,male,53,181.0,79.0,15.0,98.0,40.2
19009953,74.0,female,35,166.0,63.0,13.0,101.0,39.8
18059787,104.0,female,32,158.0,60.0,17.0,105.0,40.0
18135803,41.0,female,21,160.0,56.0,11.0,84.0,39.9
16014309,42.0,female,70,178.0,81.0,8.0,93.0,39.5
10548379,155.0,male,78,179.0,80.0,21.0,100.0,40.5
15546667,166.0,female,37,167.0,67.0,26.0,108.0,40.7
11910418,41.0,male,20,179.0,78.0,15.0,88.0,40.3
13224621,203.0,female,23,157.0,54.0,30.0,112.0,40.9
10984640,90.0,male,46,176.0,83.0,16.0,98.0,39.9
11836585,2.0,female,22,161.0,63.0,1.0,73.0,37.5
11296917,90.0,male,54,183.0,83.0,14.0,101.0,40.2
16312376,58.0,male,22,196.0,97.0,14.0,94.0,40.0
12934896,116.0,female,35,151.0,57.0,21.0,99.0,40.4
18180107,34.0,female,46,162.0,66.0,7.0,92.0,39.4
11733676,65.0,male,22,191.0,93.0,14.0,98.0,40.2
19825011,161.0,female,65,158.0,58.0,24.0,105.0,40.8
14212432,150.0,male,35,179.0,77.0,25.0,105.0,40.6
10458722,8.0,male,45,193.0,93.0,2.0,87.0,38.4
10146286,155.0,female,33,163.0,63.0,27.0,102.0,40.6
11125155,230.0,male,78,189.0,90.0,28.0,104.0,41.1
14837372,195.0,female,77,161.0,63.0,28.0,106.0,40.9
11160152,150.0,female,24,166.0,64.0,25.0,106.0,40.8
10597620,141.0,male,55,193.0,100.0,21.0,100.0,40.6
18181716,136.0,male,59,177.0,83.0,19.0,104.0,41.0
10403248,66.0,male,33,191.0,97.0,14.0,94.0,40.1
10706378,30.0,female,75,178.0,76.0,6.0,90.0,39.2
12528072,47.0,female,31,158.0,53.0,10.0,91.0,40.0
12794499,125.0,male,31,196.0,95.0,23.0,100.0,40.9
10969709,67.0,male,37,172.0,72.0,14.0,97.0,40.3
18688645,153.0,male,45,177.0,79.0,24.0,104.0,40.5
13390903,161.0,female,42,160.0,54.0,25.0,106.0,41.1
13670141,129.0,male,46,179.0,79.0,20.0,104.0,40.4
18527201,38.0,male,20,180.0,82.0,11.0,92.0,40.1
11186784,22.0,male,25,184.0,77.0,10.0,83.0,39.7
12903517,183.0,female,21,165.0,59.0,27.0,113.0,40.7
15261848,105.0,female,44,169.0,67.0,24.0,88.0,40.9
15119665,7.0,female,59,149.0,55.0,2.0,77.0,38.3
13957815,29.0,female,56,150.0,51.0,6.0,88.0,39.3
18323429,89.0,female,25,155.0,55.0,18.0,95.0,40.8
13246062,69.0,male,29,187.0,82.0,15.0,97.0,40.1
11883663,22.0,female,34,159.0,57.0,5.0,89.0,39.2
13827457,183.0,male,71,185.0,93.0,24.0,102.0,40.9
19031605,56.0,male,41,183.0,83.0,11.0,96.0,39.8
17131190,201.0,male,32,178.0,77.0,29.0,112.0,40.5
13087325,8.0,male,35,164.0,68.0,4.0,79.0,38.8
15291398,91.0,male,66,183.0,86.0,15.0,94.0,40.3
11565892,149.0,female,20,165.0,63.0,23.0,111.0,40.7
16855446,17.0,female,27,170.0,66.0,5.0,82.0,39.1
19381713,27.0,female,47,165.0,67.0,6.0,89.0,39.5
12123004,34.0,female,44,174.0,67.0,8.0,87.0,39.9
11161653,214.0,female,30,158.0,57.0,29.0,117.0,40.7
14725194,42.0,female,55,177.0,77.0,9.0,90.0,39.7
13837437,148.0,male,55,192.0,96.0,24.0,97.0,40.8
18715639,92.0,female,79,153.0,59.0,16.0,94.0,40.5
16515672,146.0,male,75,171.0,73.0,22.0,97.0,40.6
10968618,162.0,female,52,160.0,57.0,25.0,105.0,40.7
14227048,112.0,male,50,183.0,91.0,15.0,108.0,40.0
19927200,106.0,male,67,180.0,88.0,15.0,100.0,40.2
15909353,120.0,male,20,200.0,102.0,23.0,101.0,40.7
18710123,99.0,female,26,169.0,70.0,19.0,99.0,40.6
17159260,111.0,male,23,166.0,71.0,21.0,105.0,40.2
14905628,27.0,female,33,166.0,62.0,6.0,90.0,39.3
17901816,34.0,female,29,165.0,58.0,9.0,84.0,39.5
13728699,96.0,male,31,188.0,96.0,21.0,94.0,40.6
18750279,139.0,male,48,193.0,96.0,21.0,102.0,40.4
19662487,166.0,male,59,193.0,94.0,24.0,101.0,40.8
16109947,5.0,male,78,179.0,93.0,1.0,79.0,37.6
17198156,16.0,female,45,161.0,60.0,4.0,84.0,38.7
19271328,66.0,female,71,165.0,60.0,12.0,93.0,40.1
13267190,167.0,male,31,178.0,80.0,27.0,107.0,40.7
13627118,33.0,female,46,147.0,50.0,8.0,83.0,39.4
18884821,73.0,female,28,163.0,64.0,14.0,98.0,40.4
19626098,180.0,female,32,160.0,57.0,27.0,110.0,40.7
13805612,3.0,male,31,182.0,76.0,1.0,84.0,37.5
13457210,77.0,male,32,170.0,78.0,16.0,98.0,40.3
11491910,9.0,female,63,177.0,78.0,3.0,73.0,38.6
13404491,53.0,female,71,156.0,61.0,9.0,97.0,39.6
16417152,102.0,male,63,172.0,79.0,15.0,101.0,40.5
11413986,134.0,female,33,179.0,73.0,23.0,104.0,40.8
10785168,103.0,male,22,170.0,68.0,21.0,103.0,40.4
19312299,181.0,female,59,153.0,54.0,26.0,108.0,40.9
18544558,166.0,male,54,189.0,90.0,24.0,103.0,40.2
11355616,174.0,male,73,163.0,70.0,24.0,102.0,41.1
13640295,6.0,female,21,176.0,70.0,2.0,78.0,38.1
10682662,95.0,female,52,168.0,68.0,18.0,95.0,40.6
19648443,101.0,male,36,190.0,92.0,19.0,98.0,40.6
13029586,93.0,female,23,146.0,45.0,18.0,96.0,40.2
12291793,184.0,female,30,161.0,61.0,30.0,106.0,40.8
19803133,131.0,male,25,180.0,85.0,23.0,105.0,41.0
18281071,56.0,male,73,193.0,97.0,10.0,87.0,40.0
19304988,133.0,female,25,150.0,50.0,21.0,107.0,40.5
13474816,69.0,female,20,168.0,65.0,15.0,94.0,40.1
12978657,89.0,male,63,179.0,83.0,16.0,92.0,40.2
11060769,82.0,female,42,160.0,58.0,17.0,91.0,40.5
11414626,108.0,male,30,182.0,86.0,25.0,94.0,41.0
19235997,154.0,female,31,166.0,64.0,26.0,104.0,40.8
15799596,57.0,female,21,175.0,74.0,12.0,96.0,40.0
15586758,123.0,female,29,152.0,56.0,25.0,94.0,40.7
18640510,76.0,male,46,170.0,72.0,16.0,94.0,40.1
16781294,63.0,female,51,180.0,83.0,15.0,87.0,40.5
16572386,154.0,female,32,169.0,66.0,24.0,109.0,40.8
17788845,25.0,male,30,176.0,78.0,8.0,87.0,39.6
12113470,57.0,male,23,182.0,84.0,15.0,93.0,40.6
10295845,93.0,male,45,198.0,100.0,16.0,97.0,39.9
16654966,130.0,male,71,168.0,74.0,18.0,102.0,40.3
16407445,116.0,female,29,159.0,59.0,21.0,100.0,40.5
15141915,54.0,female,32,146.0,51.0,13.0,86.0,39.9
13842156,69.0,male,43,194.0,96.0,13.0,95.0,40.0
12289910,122.0,female,58,161.0,62.0,19.0,104.0,40.5
18855641,109.0,female,46,169.0,73.0,19.0,101.0,40.5
15816958,81.0,male,51,205.0,109.0,14.0,94.0,40.1
17043208,134.0,female,77,166.0,63.0,19.0,107.0,40.5
11651821,62.0,male,33,190.0,90.0,11.0,101.0,40.0
15873077,5.0,male,20,178.0,79.0,4.0,78.0,38.7
16582556,124.0,male,33,183.0,87.0,23.0,100.0,41.3
18357946,104.0,male,55,184.0,92.0,17.0,97.0,40.5
11450464,12.0,male,21,171.0,72.0,5.0,86.0,39.4
19919092,247.0,male,50,180.0,83.0,29.0,116.0,41.2
13407292,30.0,female,22,175.0,66.0,7.0,90.0,39.3
11481749,76.0,male,30,184.0,90.0,14.0,101.0,39.9
14491797,93.0,male,51,183.0,92.0,15.0,99.0,40.2
12214426,13.0,male,52,176.0,82.0,4.0,80.0,38.9
10445536,91.0,male,67,183.0,91.0,15.0,93.0,40.5
14164390,160.0,female,38,165.0,61.0,25.0,107.0,40.6
12359689,6.0,female,24,154.0,57.0,2.0,79.0,38.1
12474268,33.0,female,77,170.0,75.0,7.0,87.0,39.8
17429172,130.0,male,76,184.0,90.0,17.0,101.0,40.1
12820206,31.0,male,29,186.0,90.0,8.0,91.0,39.6
18417821,57.0,female,33,172.0,68.0,12.0,93.0,40.3
16636410,88.0,male,38,189.0,91.0,15.0,101.0,40.0
18201106,180.0,female,31,172.0,72.0,27.0,112.0,41.0
19357189,14.0,female,67,173.0,74.0,4.0,76.0,38.8
17674269,23.0,male,37,170.0,76.0,7.0,86.0,39.3
16396497,21.0,female,23,160.0,59.0,5.0,88.0,39.4
11277863,27.0,male,45,193.0,93.0,6.0,90.0,39.7
11170599,77.0,female,21,175.0,67.0,17.0,93.0,40.4
11604267,91.0,female,26,166.0,64.0,20.0,92.0,40.3
12424035,30.0,female,41,165.0,67.0,7.0,88.0,39.4
12680425,158.0,female,57,174.0,72.0,24.0,107.0,40.6
19947731,53.0,male,37,194.0,96.0,11.0,94.0,39.7
13408614,140.0,male,23,176.0,77.0,28.0,102.0,41.1
12005737,18.0,female,31,153.0,51.0,5.0,80.0,39.2
10619608,66.0,male,61,178.0,86.0,12.0,92.0,39.9
13339255,98.0,male,20,192.0,91.0,25.0,94.0,40.8
10062219,70.0,female,39,187.0,87.0,13.0,101.0,40.2
16933115,205.0,female,73,150.0,50.0,27.0,111.0,41.0
14962517,23.0,male,35,200.0,98.0,5.0,93.0,39.4
14566994,148.0,female,25,167.0,61.0,24.0,107.0,40.2
14660476,187.0,female,68,159.0,63.0,28.0,105.0,41.1
12706670,138.0,female,21,160.0,54.0,24.0,103.0,40.3
14509437,180.0,male,20,176.0,76.0,26.0,116.0,40.9
14800286,113.0,male,47,189.0,89.0,19.0,99.0,40.4
14157044,13.0,male,24,199.0,102.0,4.0,86.0,39.2
14314137,147.0,male,38,182.0,80.0,23.0,106.0,41.0
12985841,91.0,female,41,170.0,68.0,16.0,101.0,40.2
17337270,19.0,female,24,171.0,71.0,5.0,87.0,39.2
10901125,79.0,male,79,200.0,99.0,13.0,88.0,39.9
11695937,123.0,male,65,181.0,83.0,18.0,100.0,40.0
18698939,36.0,male,77,181.0,85.0,7.0,85.0,39.5
11948984,146.0,male,37,181.0,82.0,26.0,101.0,40.6
12359722,118.0,female,45,156.0,60.0,19.0,104.0,40.5
15101589,13.0,male,49,189.0,96.0,3.0,86.0,39.0
19379018,87.0,female,21,188.0,78.0,21.0,91.0,41.0
17866224,82.0,male,37,175.0,74.0,18.0,95.0,40.3
14157597,90.0,male,42,192.0,90.0,18.0,94.0,40.3
13091299,36.0,male,35,173.0,78.0,12.0,85.0,40.0
13563184,42.0,male,68,186.0,94.0,8.0,87.0,39.6
11068822,8.0,female,39,174.0,71.0,2.0,88.0,38.3
15839894,129.0,male,49,179.0,82.0,23.0,97.0,41.0
18737707,167.0,female,49,166.0,63.0,25.0,108.0,40.3
11816376,8.0,female,77,183.0,76.0,2.0,81.0,38.3
13852531,18.0,female,28,165.0,58.0,5.0,83.0,38.8
14944130,76.0,female,24,164.0,63.0,16.0,94.0,40.2
14178709,179.0,female,49,156.0,57.0,25.0,112.0,40.9
12955404,11.0,female,47,164.0,62.0,3.0,79.0,38.5
16422659,56.0,female,43,173.0,67.0,11.0,95.0,39.7
18459426,66.0,male,63,181.0,83.0,11.0,95.0,39.6
17621107,47.0,male,29,173.0,77.0,13.0,91.0,40.0
16223605,43.0,male,66,184.0,89.0,9.0,85.0,39.3
11823837,28.0,female,58,169.0,72.0,6.0,89.0,39.1
12610228,3.0,female,32,180.0,71.0,1.0,77.0,37.7
14660795,193.0,male,50,188.0,95.0,25.0,109.0,40.9
14279716,71.0,female,36,160.0,62.0,13.0,99.0,40.1
12070148,57.0,female,33,163.0,63.0,12.0,93.0,39.9
14279321,65.0,female,34,167.0,66.0,12.0,99.0,39.9
16735236,81.0,female,78,160.0,62.0,15.0,91.0,39.9
18098043,31.0,female,44,169.0,69.0,7.0,88.0,39.8
13581744,75.0,female,40,149.0,54.0,15.0,93.0,40.0
12539849,217.0,female,59,169.0,64.0,29.0,114.0,41.1
15132015,92.0,male,32,181.0,84.0,17.0,101.0,40.0
14778686,217.0,male,68,174.0,76.0,26.0,110.0,40.7
11182154,102.0,female,20,160.0,53.0,20.0,97.0,40.5
12401292,59.0,male,73,184.0,90.0,10.0,90.0,39.6
19917787,90.0,male,45,183.0,86.0,16.0,98.0,40.2
13690411,138.0,female,72,170.0,69.0,20.0,107.0,40.4
18261636,72.0,male,61,195.0,105.0,11.0,96.0,39.7
14300304,126.0,female,20,168.0,63.0,22.0,104.0,40.7
17419235,36.0,male,25,196.0,98.0,11.0,87.0,39.9
15668455,144.0,female,28,151.0,48.0,25.0,101.0,40.7
19774028,163.0,male,40,180.0,84.0,28.0,101.0,41.1
13483132,134.0,female,21,162.0,60.0,26.0,98.0,40.6
15115959,104.0,male,29,197.0,94.0,17.0,105.0,40.3
14814268,156.0,female,20,155.0,54.0,24.0,110.0,40.7
11882329,83.0,female,69,167.0,63.0,14.0,98.0,40.2
10556827,54.0,female,56,164.0,68.0,10.0,96.0,39.8
16395133,64.0,male,24,182.0,86.0,18.0,91.0,40.2
14903579,17.0,female,40,157.0,56.0,4.0,87.0,38.4
14450172,54.0,male,61,184.0,83.0,12.0,86.0,39.9
13250862,24.0,female,56,158.0,57.0,6.0,81.0,38.9
10021419,189.0,female,63,159.0,62.0,29.0,104.0,40.4
13655471,53.0,female,60,169.0,73.0,10.0,95.0,40.0
12130072,6.0,female,50,175.0,77.0,2.0,77.0,38.4
16480674,181.0,female,75,179.0,83.0,26.0,109.0,40.8
18556513,104.0,male,31,182.0,89.0,18.0,103.0,40.1
16725651,12.0,male,40,175.0,77.0,5.0,79.0,39.3
16427377,142.0,female,22,165.0,60.0,24.0,105.0,40.9
18010312,29.0,female,37,154.0,55.0,6.0,92.0,39.1
19206652,211.0,male,47,173.0,79.0,28.0,111.0,40.5
19564498,231.0,female,57,161.0,61.0,30.0,116.0,41.0
14486952,44.0,male,59,186.0,90.0,9.0,88.0,39.9
11699004,85.0,female,28,162.0,65.0,17.0,96.0,40.2
14839686,84.0,male,50,184.0,87.0,15.0,96.0,40.1
16843664,42.0,male,22,190.0,88.0,16.0,85.0,40.4
17326999,68.0,male,44,175.0,73.0,14.0,95.0,40.4
13041275,39.0,female,44,162.0,60.0,9.0,87.0,39.2
10797742,73.0,male,78,184.0,87.0,11.0,94.0,39.6
19770812,121.0,male,25,200.0,99.0,23.0,100.0,40.4
13547603,15.0,male,24,178.0,81.0,6.0,85.0,39.7
14445013,7.0,female,22,162.0,56.0,2.0,82.0,38.2
19744384,4.0,female,38,169.0,70.0,1.0,82.0,37.8
10140238,83.0,female,52,157.0,56.0,16.0,93.0,40.2
16001102,30.0,male,48,191.0,88.0,8.0,84.0,39.6
11111780,31.0,female,45,183.0,72.0,7.0,89.0,39.7
11077569,181.0,male,43,170.0,73.0,28.0,106.0,40.9
18357319,155.0,male,55,200.0,99.0,26.0,95.0,41.0
19019813,3.0,female,75,174.0,77.0,1.0,73.0,37.3
18957927,19.0,male,62,179.0,83.0,4.0,87.0,38.7
10263593,7.0,female,25,161.0,63.0,2.0,84.0,38.3
12088340,129.0,female,50,154.0,62.0,22.0,100.0,40.6
10749574,136.0,female,37,163.0,57.0,23.0,102.0,40.6
17728423,135.0,male,25,210.0,111.0,22.0,104.0,40.6
11237440,39.0,female,44,153.0,56.0,8.0,91.0,39.5
10776630,68.0,male,22,197.0,99.0,18.0,91.0,40.5
19166029,19.0,male,24,189.0,92.0,6.0,88.0,39.2
16562821,75.0,female,59,168.0,64.0,14.0,94.0,40.2
13964015,98.0,female,64,166.0,61.0,16.0,100.0,40.5
15422095,156.0,male,64,184.0,93.0,19.0,108.0,40.4
16563380,86.0,male,65,186.0,93.0,13.0,97.0,39.9
12374371,134.0,male,55,194.0,99.0,20.0,100.0,40.6
16320744,12.0,male,27,174.0,81.0,8.0,77.0,39.7
10567295,90.0,male,32,188.0,94.0,19.0,95.0,40.6
16690465,186.0,male,27,171.0,72.0,29.0,111.0,41.1
11165210,102.0,female,39,159.0,59.0,18.0,100.0,40.1
16454462,78.0,female,23,155.0,52.0,16.0,94.0,40.1
18109365,107.0,female,41,155.0,56.0,20.0,96.0,40.4
12004679,43.0,male,61,165.0,79.0,9.0,88.0,39.5
14518651,101.0,male,25,205.0,108.0,19.0,99.0,40.4
15610653,175.0,male,25,178.0,83.0,26.0,112.0,40.8
17197650,128.0,male,27,187.0,82.0,25.0,101.0,40.8
16197127,64.0,female,53,158.0,60.0,14.0,87.0,40.2
14629732,24.0,male,36,194.0,96.0,8.0,82.0,39.4
10020368,37.0,female,22,151.0,50.0,7.0,98.0,39.5
16380283,177.0,male,70,199.0,103.0,21.0,106.0,40.7
16627700,50.0,female,51,169.0,70.0,9.0,98.0,39.8
12661595,162.0,male,56,195.0,94.0,21.0,107.0,40.7
15477893,14.0,female,40,163.0,63.0,4.0,81.0,38.9
13122689,8.0,male,71,175.0,77.0,2.0,80.0,38.2
16513522,49.0,male,36,184.0,82.0,13.0,89.0,40.0
14740186,238.0,male,47,171.0,75.0,29.0,116.0,41.1
11891700,136.0,female,28,161.0,64.0,21.0,110.0,40.5
18840106,45.0,female,55,164.0,59.0,10.0,86.0,39.9
14187841,75.0,female,28,157.0,61.0,17.0,90.0,40.5
14751208,147.0,female,20,178.0,76.0,25.0,107.0,40.8
19749901,32.0,female,22,182.0,74.0,9.0,85.0,39.8
17272227,134.0,male,28,191.0,89.0,22.0,106.0,40.3
15523047,79.0,female,23,170.0,63.0,15.0,99.0,40.3
17251684,44.0,male,23,179.0,74.0,15.0,89.0,40.0
10027476,123.0,male,70,167.0,76.0,19.0,97.0,40.6
13404165,14.0,female,60,165.0,60.0,3.0,88.0,38.9
19677464,144.0,female,34,149.0,47.0,25.0,100.0,40.9
19729690,17.0,female,27,172.0,67.0,4.0,90.0,39.0
17045872,136.0,female,20,172.0,70.0,21.0,112.0,40.9
